Review,Liked
very satisfied super tasty meals super tasty meals great food and service pleasant surprise,1
worth the money worth the money happy with the quality highly recommend this place outstanding flavors great food and service super tasty meals delicious taste and friendly staff five stars absolutely loved it,1
waited too long feels unhygienic did not enjoy not tasty at all waited too long not tasty at all totally overpriced completely underwhelming very disappointed poor service waste of money horrible service worst food ever worst food ever very disappointed waste of money completely underwhelming poor service flavor was lacking food was cold,0
outstanding flavors definitely worth visiting will definitely come again outstanding flavors worth the money will definitely come again best restaurant in town definitely worth visiting five stars worth the money enjoyed every bite service was excellent everything was perfect amazing experience amazing experience outstanding flavors absolutely loved it,1
pleasant surprise absolutely loved it five stars delicious taste and friendly staff enjoyed every bite amazing experience amazing experience,1
everything was perfect amazing experience everything was perfect super tasty meals,1
happy with the quality amazing experience absolutely loved it happy with the quality amazing experience absolutely loved it worth the money will definitely come again great food and service will definitely come again great food and service,1
amazing experience enjoyed every bite best restaurant in town will definitely come again,1
would not recommend waste of money unpleasant visit waited too long did not enjoy horrible service flavor was lacking would not recommend not tasty at all totally overpriced flavor was lacking poor service nothing special staff was rude unpleasant visit did not enjoy waited too long totally overpriced did not enjoy,0
best restaurant in town five stars wonderful ambiance worth the money worth the money,1
food was cold completely underwhelming staff was rude food was cold completely underwhelming poor service never coming back did not enjoy did not enjoy worst food ever very disappointed totally overpriced horrible service,0
great food and service wonderful ambiance,1
food was cold staff was rude poor service completely underwhelming flavor was lacking,0
nothing special never coming back totally overpriced horrible service horrible service unpleasant visit,0
will definitely come again enjoyed every bite delicious taste and friendly staff will definitely come again highly recommend this place worth the money enjoyed every bite will definitely come again everything was perfect,1
fast service and good food amazing experience pleasant surprise will definitely come again pleasant surprise amazing experience worth the money happy with the quality,1
would not recommend flavor was lacking staff was rude totally overpriced unpleasant visit staff was rude would not recommend flavor was lacking totally overpriced,0
outstanding flavors highly recommend this place very satisfied wonderful ambiance absolutely loved it everything was perfect very satisfied will definitely come again highly recommend this place absolutely loved it definitely worth visiting service was excellent great food and service amazing experience outstanding flavors outstanding flavors everything was perfect absolutely loved it will definitely come again,1
fast service and good food service was excellent service was excellent everything was perfect fast service and good food definitely worth visiting fast service and good food five stars pleasant surprise super tasty meals super tasty meals worth the money wonderful ambiance pleasant surprise,1
completely underwhelming waited too long very disappointed flavor was lacking bad quality food terrible experience nothing special waste of money never coming back worst food ever waited too long unpleasant visit not tasty at all,0
worth the money five stars,1
highly recommend this place happy with the quality delicious taste and friendly staff definitely worth visiting service was excellent everything was perfect amazing experience great food and service happy with the quality amazing experience five stars worth the money,1
great food and service service was excellent five stars very satisfied wonderful ambiance definitely worth visiting will definitely come again fast service and good food,1
flavor was lacking unpleasant visit worst food ever,0
enjoyed every bite happy with the quality amazing experience best restaurant in town highly recommend this place very satisfied outstanding flavors amazing experience five stars happy with the quality,1
enjoyed every bite enjoyed every bite service was excellent delicious taste and friendly staff fast service and good food everything was perfect wonderful ambiance worth the money great food and service very satisfied amazing experience super tasty meals very satisfied enjoyed every bite,1
everything was perfect amazing experience everything was perfect outstanding flavors fast service and good food service was excellent outstanding flavors delicious taste and friendly staff,1
staff was rude staff was rude feels unhygienic flavor was lacking waste of money totally overpriced unpleasant visit waited too long would not recommend unpleasant visit,0
unpleasant visit did not enjoy unpleasant visit very disappointed unpleasant visit worst food ever completely underwhelming waited too long horrible service flavor was lacking bad quality food waste of money,0
service was excellent everything was perfect great food and service worth the money definitely worth visiting highly recommend this place highly recommend this place amazing experience,1
would not recommend not tasty at all,0
everything was perfect everything was perfect super tasty meals great food and service delicious taste and friendly staff five stars will definitely come again amazing experience absolutely loved it amazing experience fast service and good food great food and service definitely worth visiting everything was perfect pleasant surprise enjoyed every bite great food and service fast service and good food absolutely loved it highly recommend this place,1
happy with the quality happy with the quality wonderful ambiance happy with the quality super tasty meals worth the money enjoyed every bite highly recommend this place enjoyed every bite,1
definitely worth visiting highly recommend this place definitely worth visiting outstanding flavors super tasty meals absolutely loved it delicious taste and friendly staff outstanding flavors will definitely come again,1
flavor was lacking staff was rude totally overpriced waited too long poor service horrible service food was cold unpleasant visit waited too long not tasty at all waste of money completely underwhelming feels unhygienic totally overpriced waited too long flavor was lacking did not enjoy worst food ever,0
very disappointed worst food ever waste of money feels unhygienic waited too long worst food ever very disappointed poor service flavor was lacking not tasty at all would not recommend very disappointed not tasty at all bad quality food nothing special,0
worth the money very satisfied fast service and good food will definitely come again enjoyed every bite amazing experience super tasty meals fast service and good food pleasant surprise happy with the quality highly recommend this place will definitely come again enjoyed every bite wonderful ambiance everything was perfect super tasty meals amazing experience,1
outstanding flavors very satisfied amazing experience,1
five stars outstanding flavors will definitely come again outstanding flavors fast service and good food,1
waited too long nothing special worst food ever unpleasant visit did not enjoy very disappointed bad quality food staff was rude completely underwhelming,0
unpleasant visit never coming back flavor was lacking worst food ever feels unhygienic bad quality food poor service,0
happy with the quality will definitely come again fast service and good food outstanding flavors pleasant surprise great food and service definitely worth visiting will definitely come again will definitely come again delicious taste and friendly staff very satisfied will definitely come again definitely worth visiting pleasant surprise,1
never coming back terrible experience terrible experience staff was rude waste of money totally overpriced unpleasant visit totally overpriced not tasty at all not tasty at all waited too long completely underwhelming poor service waste of money nothing special,0
unpleasant visit bad quality food very disappointed,0
horrible service very disappointed feels unhygienic not tasty at all bad quality food unpleasant visit bad quality food very disappointed food was cold bad quality food totally overpriced waste of money never coming back unpleasant visit,0
very disappointed bad quality food never coming back terrible experience food was cold bad quality food never coming back feels unhygienic flavor was lacking never coming back worst food ever completely underwhelming flavor was lacking totally overpriced,0
service was excellent highly recommend this place enjoyed every bite fast service and good food delicious taste and friendly staff five stars everything was perfect everything was perfect,1
will definitely come again pleasant surprise wonderful ambiance happy with the quality highly recommend this place delicious taste and friendly staff great food and service fast service and good food,1
great food and service definitely worth visiting best restaurant in town everything was perfect absolutely loved it enjoyed every bite super tasty meals very satisfied pleasant surprise,1
everything was perfect worth the money everything was perfect best restaurant in town outstanding flavors best restaurant in town everything was perfect everything was perfect enjoyed every bite super tasty meals super tasty meals pleasant surprise definitely worth visiting pleasant surprise super tasty meals,1
enjoyed every bite absolutely loved it amazing experience best restaurant in town wonderful ambiance happy with the quality worth the money definitely worth visiting super tasty meals,1
absolutely loved it outstanding flavors outstanding flavors enjoyed every bite fast service and good food,1
never coming back bad quality food did not enjoy poor service did not enjoy,0
worst food ever flavor was lacking poor service would not recommend never coming back would not recommend feels unhygienic unpleasant visit terrible experience,0
amazing experience great food and service happy with the quality amazing experience enjoyed every bite great food and service amazing experience great food and service absolutely loved it enjoyed every bite happy with the quality worth the money very satisfied fast service and good food best restaurant in town fast service and good food wonderful ambiance pleasant surprise,1
totally overpriced never coming back totally overpriced completely underwhelming waited too long,0
delicious taste and friendly staff fast service and good food highly recommend this place fast service and good food service was excellent pleasant surprise worth the money definitely worth visiting pleasant surprise highly recommend this place,1
best restaurant in town fast service and good food best restaurant in town,1
feels unhygienic food was cold not tasty at all poor service not tasty at all very disappointed feels unhygienic did not enjoy totally overpriced totally overpriced never coming back not tasty at all horrible service horrible service flavor was lacking not tasty at all not tasty at all worst food ever,0
horrible service waste of money bad quality food unpleasant visit worst food ever flavor was lacking feels unhygienic would not recommend waited too long very disappointed flavor was lacking terrible experience did not enjoy flavor was lacking horrible service food was cold food was cold,0
service was excellent absolutely loved it best restaurant in town will definitely come again super tasty meals will definitely come again wonderful ambiance service was excellent worth the money pleasant surprise delicious taste and friendly staff will definitely come again worth the money,1
absolutely loved it happy with the quality great food and service enjoyed every bite wonderful ambiance amazing experience amazing experience amazing experience everything was perfect highly recommend this place fast service and good food very satisfied definitely worth visiting happy with the quality enjoyed every bite five stars enjoyed every bite wonderful ambiance,1
terrible experience bad quality food worst food ever horrible service,0
flavor was lacking food was cold very disappointed poor service terrible experience flavor was lacking poor service flavor was lacking waste of money completely underwhelming staff was rude terrible experience unpleasant visit,0
bad quality food did not enjoy would not recommend waste of money poor service waste of money bad quality food never coming back worst food ever horrible service,0
completely underwhelming flavor was lacking would not recommend flavor was lacking feels unhygienic unpleasant visit nothing special very disappointed waste of money totally overpriced unpleasant visit flavor was lacking very disappointed staff was rude worst food ever totally overpriced waited too long,0
highly recommend this place will definitely come again happy with the quality,1
never coming back unpleasant visit bad quality food poor service never coming back flavor was lacking not tasty at all horrible service terrible experience totally overpriced food was cold nothing special food was cold,0
bad quality food bad quality food bad quality food did not enjoy completely underwhelming horrible service food was cold never coming back,0
food was cold did not enjoy nothing special totally overpriced terrible experience waste of money food was cold completely underwhelming bad quality food terrible experience waited too long,0
flavor was lacking terrible experience terrible experience did not enjoy completely underwhelming bad quality food nothing special waste of money poor service flavor was lacking waited too long,0
worth the money outstanding flavors best restaurant in town delicious taste and friendly staff pleasant surprise worth the money very satisfied will definitely come again will definitely come again amazing experience happy with the quality five stars best restaurant in town absolutely loved it,1
horrible service completely underwhelming waited too long completely underwhelming staff was rude worst food ever never coming back totally overpriced feels unhygienic never coming back flavor was lacking horrible service horrible service very disappointed waste of money worst food ever,0
delicious taste and friendly staff service was excellent great food and service wonderful ambiance super tasty meals amazing experience will definitely come again absolutely loved it five stars will definitely come again service was excellent everything was perfect highly recommend this place pleasant surprise enjoyed every bite fast service and good food service was excellent,1
happy with the quality very satisfied super tasty meals definitely worth visiting,1
absolutely loved it fast service and good food best restaurant in town everything was perfect five stars fast service and good food fast service and good food five stars absolutely loved it everything was perfect pleasant surprise fast service and good food definitely worth visiting enjoyed every bite service was excellent very satisfied,1
waste of money did not enjoy not tasty at all staff was rude not tasty at all bad quality food worst food ever waste of money flavor was lacking,0
great food and service great food and service best restaurant in town definitely worth visiting very satisfied fast service and good food delicious taste and friendly staff super tasty meals,1
not tasty at all terrible experience unpleasant visit very disappointed waited too long horrible service totally overpriced food was cold worst food ever worst food ever,0
waited too long would not recommend feels unhygienic worst food ever terrible experience unpleasant visit waste of money terrible experience totally overpriced did not enjoy not tasty at all totally overpriced,0
wonderful ambiance worth the money happy with the quality super tasty meals great food and service fast service and good food amazing experience great food and service best restaurant in town best restaurant in town pleasant surprise wonderful ambiance five stars five stars happy with the quality,1
enjoyed every bite best restaurant in town absolutely loved it happy with the quality wonderful ambiance wonderful ambiance best restaurant in town amazing experience pleasant surprise outstanding flavors pleasant surprise very satisfied outstanding flavors outstanding flavors super tasty meals,1
food was cold completely underwhelming waste of money worst food ever nothing special did not enjoy never coming back,0
bad quality food would not recommend waited too long worst food ever completely underwhelming bad quality food unpleasant visit very disappointed food was cold would not recommend horrible service waste of money did not enjoy bad quality food very disappointed waste of money worst food ever completely underwhelming would not recommend,0
definitely worth visiting great food and service,1
five stars everything was perfect enjoyed every bite fast service and good food super tasty meals,1
flavor was lacking waste of money waited too long not tasty at all waste of money waited too long,0
pleasant surprise definitely worth visiting wonderful ambiance,1
outstanding flavors definitely worth visiting definitely worth visiting super tasty meals amazing experience great food and service great food and service very satisfied very satisfied will definitely come again enjoyed every bite,1
will definitely come again five stars happy with the quality will definitely come again will definitely come again outstanding flavors everything was perfect great food and service amazing experience pleasant surprise worth the money delicious taste and friendly staff worth the money highly recommend this place,1
not tasty at all did not enjoy did not enjoy nothing special never coming back would not recommend waited too long staff was rude,0
waited too long nothing special poor service worst food ever completely underwhelming very disappointed not tasty at all never coming back did not enjoy flavor was lacking staff was rude bad quality food would not recommend flavor was lacking waited too long feels unhygienic poor service completely underwhelming flavor was lacking,0
waited too long poor service unpleasant visit unpleasant visit horrible service flavor was lacking worst food ever waited too long horrible service worst food ever totally overpriced,0
terrible experience flavor was lacking unpleasant visit unpleasant visit waited too long horrible service never coming back poor service feels unhygienic very disappointed never coming back not tasty at all terrible experience feels unhygienic very disappointed did not enjoy,0
great food and service highly recommend this place great food and service outstanding flavors worth the money will definitely come again everything was perfect happy with the quality wonderful ambiance amazing experience wonderful ambiance happy with the quality wonderful ambiance service was excellent everything was perfect great food and service absolutely loved it delicious taste and friendly staff highly recommend this place super tasty meals,1
waited too long did not enjoy unpleasant visit worst food ever feels unhygienic flavor was lacking never coming back not tasty at all waited too long poor service totally overpriced totally overpriced waited too long completely underwhelming,0
terrible experience bad quality food waste of money poor service waited too long totally overpriced terrible experience totally overpriced would not recommend bad quality food unpleasant visit completely underwhelming food was cold very disappointed very disappointed terrible experience worst food ever food was cold nothing special completely underwhelming,0
worst food ever did not enjoy staff was rude waited too long completely underwhelming would not recommend did not enjoy staff was rude totally overpriced staff was rude,0
pleasant surprise happy with the quality enjoyed every bite wonderful ambiance everything was perfect five stars service was excellent delicious taste and friendly staff outstanding flavors delicious taste and friendly staff highly recommend this place,1
terrible experience waste of money nothing special feels unhygienic flavor was lacking totally overpriced staff was rude staff was rude poor service staff was rude waited too long staff was rude flavor was lacking terrible experience horrible service very disappointed horrible service worst food ever completely underwhelming not tasty at all,0
fast service and good food enjoyed every bite worth the money happy with the quality delicious taste and friendly staff great food and service delicious taste and friendly staff everything was perfect amazing experience very satisfied best restaurant in town best restaurant in town definitely worth visiting fast service and good food service was excellent wonderful ambiance best restaurant in town great food and service happy with the quality enjoyed every bite,1
enjoyed every bite great food and service best restaurant in town worth the money pleasant surprise enjoyed every bite enjoyed every bite outstanding flavors worth the money will definitely come again happy with the quality wonderful ambiance wonderful ambiance pleasant surprise will definitely come again worth the money fast service and good food worth the money worth the money worth the money,1
horrible service very disappointed totally overpriced bad quality food completely underwhelming poor service would not recommend not tasty at all very disappointed flavor was lacking worst food ever,0
fast service and good food super tasty meals outstanding flavors will definitely come again definitely worth visiting great food and service enjoyed every bite wonderful ambiance delicious taste and friendly staff super tasty meals definitely worth visiting happy with the quality delicious taste and friendly staff service was excellent very satisfied enjoyed every bite great food and service,1
waited too long worst food ever flavor was lacking poor service completely underwhelming unpleasant visit never coming back terrible experience flavor was lacking would not recommend totally overpriced totally overpriced horrible service bad quality food never coming back food was cold food was cold totally overpriced,0
worth the money super tasty meals worth the money super tasty meals five stars service was excellent delicious taste and friendly staff happy with the quality pleasant surprise absolutely loved it outstanding flavors worth the money super tasty meals pleasant surprise outstanding flavors very satisfied,1
terrible experience worst food ever feels unhygienic very disappointed not tasty at all not tasty at all never coming back feels unhygienic very disappointed,0
happy with the quality delicious taste and friendly staff service was excellent wonderful ambiance pleasant surprise worth the money worth the money outstanding flavors happy with the quality happy with the quality happy with the quality worth the money delicious taste and friendly staff absolutely loved it very satisfied happy with the quality great food and service,1
five stars great food and service,1
very disappointed very disappointed totally overpriced horrible service completely underwhelming waste of money waited too long,0
poor service terrible experience did not enjoy would not recommend would not recommend flavor was lacking staff was rude bad quality food bad quality food feels unhygienic bad quality food,0
great food and service worth the money wonderful ambiance will definitely come again worth the money highly recommend this place five stars five stars very satisfied super tasty meals outstanding flavors pleasant surprise everything was perfect delicious taste and friendly staff worth the money absolutely loved it definitely worth visiting,1
nothing special staff was rude did not enjoy staff was rude horrible service horrible service food was cold would not recommend nothing special unpleasant visit bad quality food would not recommend food was cold totally overpriced horrible service bad quality food completely underwhelming flavor was lacking,0
very disappointed waited too long bad quality food completely underwhelming waited too long worst food ever waited too long,0
never coming back waste of money never coming back waste of money flavor was lacking nothing special waited too long,0
very satisfied outstanding flavors definitely worth visiting everything was perfect worth the money everything was perfect five stars,1
terrible experience poor service feels unhygienic,0
totally overpriced not tasty at all horrible service waited too long flavor was lacking never coming back flavor was lacking very disappointed bad quality food very disappointed unpleasant visit poor service poor service feels unhygienic nothing special waited too long waste of money worst food ever terrible experience very disappointed,0
poor service unpleasant visit not tasty at all not tasty at all very disappointed worst food ever waste of money would not recommend,0
not tasty at all never coming back flavor was lacking staff was rude would not recommend bad quality food completely underwhelming did not enjoy would not recommend waited too long would not recommend never coming back,0
nothing special feels unhygienic terrible experience not tasty at all waited too long waited too long flavor was lacking not tasty at all totally overpriced would not recommend never coming back did not enjoy poor service completely underwhelming,0
everything was perfect very satisfied five stars worth the money,1
super tasty meals pleasant surprise everything was perfect worth the money worth the money highly recommend this place will definitely come again very satisfied will definitely come again amazing experience,1
definitely worth visiting fast service and good food happy with the quality will definitely come again super tasty meals,1
would not recommend completely underwhelming feels unhygienic poor service bad quality food completely underwhelming food was cold feels unhygienic very disappointed waited too long terrible experience completely underwhelming waste of money completely underwhelming not tasty at all not tasty at all,0
definitely worth visiting fast service and good food everything was perfect worth the money everything was perfect will definitely come again wonderful ambiance service was excellent best restaurant in town wonderful ambiance wonderful ambiance enjoyed every bite,1
happy with the quality will definitely come again very satisfied absolutely loved it highly recommend this place definitely worth visiting amazing experience pleasant surprise five stars definitely worth visiting everything was perfect everything was perfect pleasant surprise,1
not tasty at all flavor was lacking did not enjoy totally overpriced flavor was lacking did not enjoy did not enjoy poor service not tasty at all flavor was lacking feels unhygienic never coming back feels unhygienic did not enjoy worst food ever bad quality food,0
feels unhygienic worst food ever horrible service completely underwhelming feels unhygienic would not recommend staff was rude very disappointed very disappointed bad quality food completely underwhelming feels unhygienic,0
waste of money staff was rude,0
very satisfied highly recommend this place pleasant surprise will definitely come again great food and service best restaurant in town very satisfied fast service and good food worth the money great food and service definitely worth visiting delicious taste and friendly staff amazing experience five stars,1
never coming back unpleasant visit very disappointed feels unhygienic worst food ever terrible experience feels unhygienic nothing special horrible service very disappointed bad quality food waste of money bad quality food feels unhygienic did not enjoy waited too long,0
very disappointed waited too long poor service bad quality food nothing special totally overpriced terrible experience terrible experience flavor was lacking staff was rude horrible service totally overpriced,0
worst food ever would not recommend nothing special feels unhygienic,0
very satisfied delicious taste and friendly staff delicious taste and friendly staff fast service and good food,1
happy with the quality absolutely loved it definitely worth visiting absolutely loved it five stars best restaurant in town five stars delicious taste and friendly staff fast service and good food wonderful ambiance five stars outstanding flavors very satisfied super tasty meals highly recommend this place,1
absolutely loved it wonderful ambiance super tasty meals great food and service highly recommend this place highly recommend this place will definitely come again five stars highly recommend this place fast service and good food happy with the quality absolutely loved it definitely worth visiting,1
enjoyed every bite very satisfied super tasty meals best restaurant in town fast service and good food absolutely loved it fast service and good food wonderful ambiance super tasty meals delicious taste and friendly staff amazing experience happy with the quality,1
worst food ever would not recommend waste of money would not recommend poor service feels unhygienic horrible service worst food ever completely underwhelming not tasty at all unpleasant visit nothing special did not enjoy waited too long totally overpriced unpleasant visit horrible service totally overpriced would not recommend,0
best restaurant in town definitely worth visiting best restaurant in town definitely worth visiting great food and service absolutely loved it amazing experience outstanding flavors enjoyed every bite very satisfied,1
great food and service outstanding flavors five stars best restaurant in town definitely worth visiting amazing experience definitely worth visiting everything was perfect wonderful ambiance absolutely loved it highly recommend this place delicious taste and friendly staff highly recommend this place happy with the quality,1
everything was perfect happy with the quality service was excellent will definitely come again amazing experience absolutely loved it worth the money absolutely loved it wonderful ambiance will definitely come again amazing experience pleasant surprise amazing experience wonderful ambiance pleasant surprise best restaurant in town,1
completely underwhelming never coming back terrible experience terrible experience terrible experience flavor was lacking never coming back nothing special horrible service waste of money flavor was lacking waste of money totally overpriced flavor was lacking nothing special horrible service flavor was lacking poor service staff was rude feels unhygienic,0
fast service and good food best restaurant in town wonderful ambiance service was excellent great food and service best restaurant in town absolutely loved it will definitely come again amazing experience pleasant surprise worth the money highly recommend this place service was excellent everything was perfect,1
delicious taste and friendly staff amazing experience everything was perfect five stars worth the money,1
very satisfied pleasant surprise happy with the quality best restaurant in town best restaurant in town super tasty meals enjoyed every bite very satisfied definitely worth visiting will definitely come again fast service and good food wonderful ambiance delicious taste and friendly staff absolutely loved it service was excellent,1
enjoyed every bite highly recommend this place pleasant surprise very satisfied amazing experience delicious taste and friendly staff outstanding flavors outstanding flavors amazing experience worth the money outstanding flavors happy with the quality best restaurant in town worth the money outstanding flavors amazing experience,1
nothing special waste of money staff was rude waited too long did not enjoy horrible service unpleasant visit not tasty at all did not enjoy never coming back worst food ever terrible experience food was cold staff was rude,0
waited too long staff was rude nothing special poor service poor service unpleasant visit worst food ever poor service,0
super tasty meals highly recommend this place will definitely come again best restaurant in town highly recommend this place service was excellent amazing experience five stars wonderful ambiance wonderful ambiance,1
best restaurant in town enjoyed every bite pleasant surprise delicious taste and friendly staff very satisfied five stars outstanding flavors service was excellent amazing experience super tasty meals everything was perfect pleasant surprise happy with the quality worth the money pleasant surprise very satisfied,1
enjoyed every bite delicious taste and friendly staff pleasant surprise fast service and good food service was excellent five stars enjoyed every bite highly recommend this place happy with the quality delicious taste and friendly staff very satisfied wonderful ambiance fast service and good food,1
nothing special totally overpriced did not enjoy food was cold not tasty at all flavor was lacking did not enjoy unpleasant visit horrible service nothing special worst food ever very disappointed feels unhygienic food was cold feels unhygienic horrible service flavor was lacking nothing special not tasty at all,0
waited too long food was cold never coming back never coming back nothing special would not recommend food was cold horrible service terrible experience worst food ever totally overpriced flavor was lacking did not enjoy flavor was lacking waste of money not tasty at all feels unhygienic nothing special totally overpriced feels unhygienic,0
absolutely loved it definitely worth visiting worth the money best restaurant in town absolutely loved it very satisfied outstanding flavors service was excellent,1
unpleasant visit nothing special worst food ever waste of money would not recommend flavor was lacking unpleasant visit staff was rude completely underwhelming,0
nothing special waited too long terrible experience terrible experience waste of money never coming back staff was rude staff was rude not tasty at all not tasty at all nothing special waited too long unpleasant visit nothing special feels unhygienic flavor was lacking nothing special very disappointed horrible service feels unhygienic,0
will definitely come again very satisfied great food and service pleasant surprise outstanding flavors super tasty meals definitely worth visiting fast service and good food amazing experience wonderful ambiance happy with the quality very satisfied pleasant surprise outstanding flavors enjoyed every bite enjoyed every bite will definitely come again worth the money,1
unpleasant visit waste of money very disappointed poor service,0
pleasant surprise delicious taste and friendly staff service was excellent wonderful ambiance great food and service amazing experience fast service and good food enjoyed every bite happy with the quality best restaurant in town,1
staff was rude not tasty at all,0
staff was rude very disappointed waited too long did not enjoy would not recommend horrible service waited too long food was cold unpleasant visit staff was rude never coming back unpleasant visit feels unhygienic bad quality food never coming back,0
unpleasant visit never coming back horrible service feels unhygienic horrible service staff was rude food was cold would not recommend staff was rude worst food ever totally overpriced nothing special would not recommend,0
great food and service everything was perfect,1
would not recommend bad quality food never coming back would not recommend horrible service totally overpriced totally overpriced staff was rude staff was rude horrible service horrible service horrible service poor service waited too long flavor was lacking totally overpriced totally overpriced never coming back nothing special terrible experience,0
super tasty meals amazing experience everything was perfect delicious taste and friendly staff pleasant surprise highly recommend this place happy with the quality will definitely come again best restaurant in town five stars outstanding flavors best restaurant in town worth the money everything was perfect enjoyed every bite absolutely loved it everything was perfect wonderful ambiance,1
totally overpriced flavor was lacking completely underwhelming never coming back staff was rude worst food ever staff was rude feels unhygienic bad quality food totally overpriced did not enjoy,0
very satisfied highly recommend this place very satisfied delicious taste and friendly staff fast service and good food great food and service will definitely come again best restaurant in town delicious taste and friendly staff five stars absolutely loved it very satisfied fast service and good food super tasty meals best restaurant in town great food and service best restaurant in town super tasty meals,1
feels unhygienic worst food ever bad quality food waited too long staff was rude food was cold totally overpriced feels unhygienic staff was rude did not enjoy,0
fast service and good food everything was perfect five stars wonderful ambiance will definitely come again great food and service,1
food was cold food was cold waste of money horrible service unpleasant visit would not recommend worst food ever waited too long would not recommend staff was rude horrible service terrible experience would not recommend completely underwhelming completely underwhelming would not recommend food was cold food was cold very disappointed,0
great food and service absolutely loved it outstanding flavors everything was perfect happy with the quality great food and service super tasty meals delicious taste and friendly staff,1
totally overpriced worst food ever did not enjoy staff was rude feels unhygienic completely underwhelming bad quality food terrible experience worst food ever waited too long,0
super tasty meals outstanding flavors pleasant surprise will definitely come again service was excellent,1
worth the money worth the money super tasty meals outstanding flavors great food and service five stars wonderful ambiance wonderful ambiance pleasant surprise definitely worth visiting fast service and good food pleasant surprise delicious taste and friendly staff wonderful ambiance worth the money super tasty meals everything was perfect fast service and good food service was excellent will definitely come again,1
waste of money staff was rude did not enjoy staff was rude flavor was lacking food was cold unpleasant visit waste of money never coming back flavor was lacking worst food ever nothing special would not recommend,0
great food and service highly recommend this place great food and service service was excellent great food and service pleasant surprise five stars everything was perfect everything was perfect amazing experience great food and service absolutely loved it worth the money five stars will definitely come again,1
will definitely come again wonderful ambiance wonderful ambiance delicious taste and friendly staff delicious taste and friendly staff super tasty meals worth the money fast service and good food wonderful ambiance happy with the quality everything was perfect will definitely come again best restaurant in town everything was perfect everything was perfect outstanding flavors fast service and good food everything was perfect great food and service enjoyed every bite,1
best restaurant in town worth the money will definitely come again highly recommend this place service was excellent wonderful ambiance happy with the quality definitely worth visiting worth the money happy with the quality worth the money amazing experience highly recommend this place wonderful ambiance best restaurant in town pleasant surprise service was excellent worth the money absolutely loved it amazing experience,1
totally overpriced poor service nothing special food was cold poor service never coming back,0
flavor was lacking flavor was lacking poor service,0
highly recommend this place enjoyed every bite outstanding flavors highly recommend this place everything was perfect pleasant surprise everything was perfect very satisfied service was excellent super tasty meals very satisfied wonderful ambiance service was excellent wonderful ambiance,1
worth the money highly recommend this place best restaurant in town outstanding flavors happy with the quality will definitely come again best restaurant in town worth the money wonderful ambiance outstanding flavors outstanding flavors best restaurant in town enjoyed every bite everything was perfect,1
very disappointed unpleasant visit flavor was lacking worst food ever totally overpriced terrible experience totally overpriced,0
pleasant surprise service was excellent pleasant surprise very satisfied happy with the quality very satisfied highly recommend this place,1
enjoyed every bite very satisfied amazing experience delicious taste and friendly staff outstanding flavors everything was perfect fast service and good food super tasty meals super tasty meals outstanding flavors very satisfied happy with the quality very satisfied delicious taste and friendly staff enjoyed every bite best restaurant in town everything was perfect enjoyed every bite outstanding flavors,1
staff was rude poor service totally overpriced worst food ever waste of money,0
not tasty at all horrible service waste of money,0
great food and service absolutely loved it highly recommend this place fast service and good food great food and service best restaurant in town great food and service best restaurant in town amazing experience outstanding flavors great food and service happy with the quality fast service and good food amazing experience happy with the quality happy with the quality absolutely loved it happy with the quality amazing experience super tasty meals,1
poor service horrible service very disappointed totally overpriced unpleasant visit terrible experience totally overpriced never coming back terrible experience terrible experience never coming back did not enjoy waste of money did not enjoy completely underwhelming would not recommend,0
will definitely come again worth the money enjoyed every bite best restaurant in town,1
completely underwhelming feels unhygienic,0
would not recommend not tasty at all food was cold waste of money totally overpriced horrible service never coming back bad quality food totally overpriced waste of money totally overpriced staff was rude,0
unpleasant visit horrible service very disappointed waited too long bad quality food not tasty at all never coming back totally overpriced bad quality food bad quality food waste of money unpleasant visit not tasty at all unpleasant visit poor service,0
service was excellent enjoyed every bite delicious taste and friendly staff five stars wonderful ambiance outstanding flavors highly recommend this place happy with the quality outstanding flavors,1
nothing special unpleasant visit horrible service,0
wonderful ambiance wonderful ambiance worth the money everything was perfect highly recommend this place amazing experience will definitely come again amazing experience everything was perfect happy with the quality everything was perfect amazing experience very satisfied very satisfied,1
great food and service delicious taste and friendly staff wonderful ambiance five stars outstanding flavors amazing experience highly recommend this place super tasty meals super tasty meals absolutely loved it definitely worth visiting delicious taste and friendly staff enjoyed every bite great food and service happy with the quality best restaurant in town,1
would not recommend flavor was lacking flavor was lacking flavor was lacking flavor was lacking food was cold would not recommend,0
would not recommend completely underwhelming staff was rude waste of money waste of money very disappointed poor service nothing special not tasty at all flavor was lacking bad quality food flavor was lacking feels unhygienic,0
did not enjoy waited too long,0
fast service and good food will definitely come again amazing experience five stars definitely worth visiting great food and service delicious taste and friendly staff very satisfied highly recommend this place highly recommend this place five stars pleasant surprise best restaurant in town everything was perfect outstanding flavors super tasty meals definitely worth visiting,1
waste of money completely underwhelming waited too long worst food ever would not recommend staff was rude waste of money food was cold waited too long completely underwhelming would not recommend very disappointed very disappointed not tasty at all completely underwhelming bad quality food unpleasant visit,0
